comment_text,toxic
"You Are One Stupid Jackass
I don't believe any of the nonsense your profile for one second.  You need to stop listing absolute nonsense on your profile if you want to convince me, and others, you're reliable.  Only a dilweed with a very low IQ would be any of your fiction, you stupid jackoff.",1
"Jerk Off!
I can't believe you! Not only did you have the audacity to delete my page about Mr. Jett Odle I, you also reported me. Let me tell you something you jerk, you are a JEW!",1
"and many albums often contain different content or arrangement depending on which region it is released in, it doesn't warrant a different fucking article!!! it is not a totally different release.",1
"disgusting 

Your behavier is a disgrace to wikipedia.",1
"""
If you'll forgive my pedantry, NPA means No personal attacks, which means I can't say """"Tom is stupid"""". When somebody says """"thank you"""" for an edit then reports me for making it, that is stupid, no matter what rules are in place. I didn't attack the user, I attacked an action - something clearly allowed under site rules.  •T•C•E• """,1
"Blasphamy!!!! 
Most of you guys are breaking the Wikipedia politeness guidelines AND ARE MAKING BELLDANDY CRY WITH YOUR HATEFUL ACTIONS! Since Belldandy has never had sex with Keichi in the manga or animes how can it be porn at all? The brief and underly drawn scenes of her nudity are not part of her trying to have sex or seduce Keichi. If it was not for Belldandy's mercy, you would all pay with rivers of blood most likely! Repent to the Goddess Belldandy lest she strike ye down!!!",1
"ill keep changing and fucking around, ebcause oyure a 16 yo pimply fuck.",1
hey chris wats up. ya wikipedia sux ass they deleted my pic.,1
PEOPLE THAT USE THIS WEBSITE ARE STUPID. don't Use it. I wrote every thig and its all lies!!!!!! LIES I TELL YOU!!!!,1
butt butt butt butt butt butt butt butt butt butt butt butt butt butt butt butt butt butt butt butt vbutt vbutt butt v v butt v butt butt butt vbutt vbutt,1
F__K YOU WHINY-SISSY COWARD HACKER TROLLS AND FREAKS.  YOU ARE ALL FAT PASTY PALE COUCH TOADS WHO NEVER GET LAID AND WHACK OFF ONLINE.  GO F__K YOURSELVES,1
"Hey you scum!!! 

Haha, you've also a warning you raped son of a bitch!!!",1
"Oh please, stop talking nonsense and deceiving the world. During my long, VERY LONG research I foung NO pictures, no reliable sources, not anything! 
Special gloves LOL. First those special space gloves never existed and second this is the first time I hear anything about such thing! IF YOU WANT TO TALK SH** ADD SOME SOURCES FIRST! I am sick of anti- Croatian propaganda! 
Add the links of the pictures (if they exist) into the discussion. If they are not uploaded, upload them (outside wikipedia) and post a link in here. Admins and moderators will decide if those pictures are too terrible to publish or not....but of course those pictures are from you GreaterSerbian imagination, aren't they.
Explain to me why all teh sources published here were judged unreliable? Because there aren't any reliable sources! The sources I see now are laughable and they are not proving anything! In fact, I am suprised that this article is still standing.
Yes, maybe I have complexes (Serbs like that word). 
Fact is, I do not hate normal Serbs, I hate only xenophobic Serbs spreading lies. And Wikipedia is full of them. 
Oh yeah, I forgot! YOU aren't Serbs,you are from UK or USA! You have Serbian IP's only to deceive racist people ;)))) (sarcasm)
Croat with complexes logging out.",1
"This is how the truth stands.suck on my wiener. hotdogs make you hungry. Now, are you going to comply to the fact. 206.217.211.117",1
"Neubius! You are being ridiculous, if not grotesque. Speidel's scapegoating of Rommel is fully described by Ralf Georg Reuth's book, Rommel the End of a Legend, yet you insist on deleting this uncomfortable truth about this serpentine operator turned post-war German idol and insert some nonsense about Stülpnagel screaming Rommel's name under torture. what could possibly be the basis for that, I shudder to think?. Have you or your sources been holding seanses with the July 20 conspirators?. Oh and this is truely exquisite. you claim that Speidel's being a linchpin of the conspiracy cast further suspicion on Rommel, but Neubius, Had Speidel been Known to be a member of the conspiracy he would have been executed!!! Where is your brain? Indeed his very survival would suffice to prove that he scapegoated Rommel, for he had no other superiors to scapegoat. As it happens there are trancripts of his testemony to the Gestapo. Yours, the much dismayed Soz.",1
"This all goes to prove how EASILY manipulated LIBERAL RACE-BAITERS are. Especially when aided and abetted by their COMRADES in the mainstream LIBERAL media.

Think back now. Fox was CHIDED for not having enough stories. Liberals LOVE to count, don't they? Except what they claim never ADDS up.

FoxNews, who were still on the wrong side of this, have been vindicated ONCE AGAIN for not jumping on the Justice for Thug Trayvon Bandwagon.

But the liberals will just move on and pretend that this didn't happen. Or claim that Zimmerman's injuries were SELF-inflicted.

You think I'm kidding? Read the comment sections. These liberal race baiters are the most DELUSIONAL idiots ever.

When you look at the BLOOD pouring out from Geo Zimmernan's head on that one photo, the first thought you should have is 'Wow! Whoever did this should be SHOT!'

Good thing he was...",1
"""
Maybe you should look up what harassment is.  Please change the reasoning for my block to something respectable that deals with the situation at hand.  I did not harrass you in any way, shape, or form.  I asked you to fuck off in the context of my user talk page.  And I repeat again my statement, fuck off my talk page when this issue is over.  It is my right to ask you to fuck off my talk page.  It is not my right to block you from this page, but again it is my right to ask you to fuck off this user talk page.  Bits andPieces 
And why will you have to do that?  I am disrupting the project by asking you to fuck off my talk page?  Nope.   Bits andPieces 
Lengthened the block to 1 week, and you can't edit this page. I hope you are more reasonable next week, see you then!  // have a cup // ark //  """,1
"FAT ass 

Why in hell did you block me. You need to go to hell you Fag   Ilovedirtbikes",1
"Up yours, you authoritarian little Hitlers.",1
"not know to this day what
               Devil brought them into our country. We did not fetch them
               from Jerusalem!... Yes, we have and hold them captive, as I
               would like to keep my rheumatism, and all other diseases and
               misfortunes, who must wait as a poor servant, with money and
               property and everything I have! I wish they were in hell
               with the other Jews and whomsoever they would like to have
               with them.",1
Oppose Iset? Crazy.,1
"NAZI WIKIPEDIA ADMINS
EVERYONE KNOWS THEY LOCK THESE ARTICLES SO ONLY THE LIBERAL NAZI WIKI ADMINS CAN CHANGE THE INFORMATION. THIS SITE IS THE WORSE WHEN IT COMES TO BEING FAIR!! ALL THE ADMINS VOTE THEIR FRIENDS IN AS ADMINS. IT IS A BIASED WEBSITE AND THEY DO NOT ALLOW INFORMATION THAT ALLOWS THEIR POLITICAL CANDIDATES TO LOOK BAD. THIS IS WHAT THEY DO IN CHINA AND NOW ON WIKIPEDIA.",1
Hate All Of You're Work,1
"""I want to inform you about the admin User:InShaneee

""""This is your only warning. Continue to add this picture to articles and you will be blocked. InShaneee """"

This admin has treaten me showing no reason why should I have to remove this photo.  

""",0
"Florence Welch
This section feels very fan written to me and I was wondering if anyone would consider a slight rewrite? Nothing to do with the content really, just doesn't flow very well.",0
"""-
Avoidant vandalism Removing {{afd}},  and other related tags in order to conceal deletion candidates or avert deletion of such articles. Note that this is often mistakenly done by new users who are unfamiliar with *fD procedures and such users should be given the benefit of the doubt and pointed to the proper page to discuss the issue.
Changing people's comments Editing signed comments by another user to substantially change their meaning (e.g. turning someone's vote around), except when removing a personal attack (which is somewhat controversial in and of itself).  Signifying that a comment is unsigned is an exception. e.g. (unsigned comment from user)

Talk page vandalism Deleting the comments of other users from article Talk pages, aside from removal of internal spam, or deleting entire sections of talk pages, is generally considered vandalism. Removing personal attacks is often considered legitimate, and it is considered acceptable to archive an overly long Talk page to a separate file and then remove the text from the main Talk page.  The above does not apply to the user's own Talk page, where users generally are permitted to remove and archive comments at their discretion, except in cases of legitimate warnings, which they are generally prohibited from removing, especially where the intention of the removal is to mislead other editors.
-

""",0
[unsigned question left by 210.54.239.237 on 13 March 2006],0
"The comment is there because the four sheng are commonly translated as four tones, which implies that if one is unmarked, there needs to be three tone marks. Hangul got away with just two because the third sheng is a final stop, which were already in the alphabet.",0
He's moving to JTV on ABC.,0
"re:  RfA Suggestion 

With all due respect, I'd prefer not to withdraw it just yet.  While I recognize that I am certainly not off to anywhere near a good start, I'd like to let it run at least 24-48 hours to - if nothing else - draw a good amount of feedback from the community.  Now, if it becomes a WP:SNOW situation, I'll be more than willing to withdraw early, but part of why I'm doing this now is to gather some honest feedback from the community about where I stand and where I need to improve, if not successfully passing.  Regards,",0
"""

 qaradawi 

Referenced with footnote 31 it is stated, that a """"scholar in Egypt"""" has spoken against al-Baghdadi. This is wrong, because al-Qaradawi (although he is an Egyptian) lives in Qatar, because the Muslim Brotherhood is outlawed in Egypt. 137.44.1.153  """,0
"""

Please stop accusing me of what you do to me, and read this: """"However, there is an endemic problem on Wikipedia of giving """"harassment"""" a much broader and inaccurate meaning which encompasses."""" Also, please stop dragging me back into your Rehash and Battleground arena, every time I go away to avoid it.   

Stop your Battleground antics and allow this unbiased admin to objectively assess your conduct today. I have left all the """"glory"""" of editing that article to you and your email pal long ago. Also, changing your edit after I had responded as you have done more than once, and like you did now  is inconsistent with policy.  This is a verifiable fact.  Don't label it an attack.  Finally, you and your email pal should read WP:ADMINSHOP as it is inconsistent with policy, and you should not bite a WP:NEWCOMER just because they made an observation of your conduct.  Have a good night and enjoy life.   

 is not an unbiased """"peacemaker"""" in this.  He is 's email pal. As I stated above, this is always the case.  They come as a """"tag team"""" and a lynch mob to drag me to their WP:BATTLEGROUND rather than communicate as individual editors. This is why I have decided to walk away from any and all edit conflict to avoid a potential WP:EW with them not even revert their edits even though they always confront my """"minimal"""" number of well sourced edits.  It is just not worth it. I don't have the time to list all incidents of his conduct that is inconsistent with policy, but I don't need to.  This unbiased admin, PBS, has seen through the cloud screens, and has stated facts about the """"unjustified"""" RFC for which, in my opinion, Technophant has canvassed in bad faith and in sheer violation of policy WP:CANVASS. Also, his larger than life diagram here and accusations, to me, sound like a personal attack.  I did not call him or P123ct1 names.  Enough WP:REHASH and vindictiveness already. I have shown a lot of restraint today adhering to policy even after 's false accusation and personal attack as stated above and as can be seen here  (without naming me).  They should not be allowed to push me.   

 You are not telling the truth.  If I am going to be sanctioned for telling the verifiable truth, so be it.  Also, you don't need to scream at me with bold letters. I stopped using bold letters when I realized how it affected other editors. You are still doing it. The RFC/U was unwarranted and was done in complete bad faith.  It was biased and there was nothing kind about it.  It was a lynch mob and a bad faith pretext to call me all sort of names by a (very) small number of editors on the RFC Talk page and no one was ever sanctioned.  You wanted your own """"local""""  club and your (very) small consensus playground in the article. You did all you could to push me away. Well, you succeeded, and I have completely stayed away from the article even though I have exceptional knowledge in it, because of you and her.  You both seem to have a pattern of systematically violating policy and then say sorry and """"I regret"""", the most recent being this edit  that you made today for some self-serving agenda, when the closing admin expressly stated """"No further edits should be made to this page"""".  This is unjust, selective, as it is inconsistent with policy and other closed RFCs that are not edited at will by non-admins, and it has gotten way too old. I don't have time for this but I am sure that time, and other editors, will expose all. Have a good night and try to enjoy life and let others enjoy theirs.   

 Yes, PC123ct1, I remember, and I remember how a biased someone, who I will not include now because he has backed off, wound you up, enabled you, and put you against me. In any case, I am out of here. Have a good night the both of you. Enjoy life!...   

QUESTION 3: Can you point out which one of my sentences specifically amount to WP:NPA and/or WP:HA? Once I understand it and verify the specific polic",0
"Hi

I'm just curious, I'm wondering what kicks you get out of interfering in others work. I mean, you have absolutely no life (Kinda like the guy in the South Park World of Warcraft parody, you sure look like him) Does this constant obsession in doing geeky things, like interfering in Wikipedia and collecting Fire alarms offer your life some purpose? How about you go to the gym, cut down on Mc Donalds and get liposuction. Do something about them mantits too, like working on freeweights which build your upper body muscles. Cheers, and please take this advice seriously, I worry just as much as anyone about this obesity epidemic we face in the west. 82.141.202.12",0
"6:16 AM, friend. Yes, I'll have a look at that article. If there are any difficult editors there, it will be an interesting experiment to see how they react to this non-brain surgeon, non-astrophysicist, would be poet.
Have a BIG day Texan friend.",0
"JzG

Wrong is still wrong, the circumstances don't matter. You won't be punished though because you are part of the admin. of this site now. You need to grow up, you fucking loser. I just called it how I saw it. It is a suicide and she will burn in hell for it. Also, You will never get rid of me, you and your deviant family have now become my personal project. I'm working on a website about your sister as we speak so everyone will know all about what a stupid cunt she was and why it is good that she is now a festering corpse in the ground. It can only be hoped that the rest of your family will follow shortly after so your defective gene's will no longer contaminate the gene pool. Here's hoping that the terrorists make a stop in your hometown soon, it would not be a big loss.  

I have a right to leave entries on someones talk page. He is welcome to respond, but my discussion should not be removed.",0
"The difference is that one is an historical event while the other is a de facto country, with a government which self-titles it as such.",0
"""
Answered in talk skanderbeg. Let's talk  """,0
"""
And that's not a problem, as long we use reliable sources to show there is dislike out there, rather than allowing editors to inject their own spin on matters, the worst of which is the view that this article title should not exist at all.  t """,0
i found it a few minutes ago.,0
"""The NHL easily qualifies as a major sports league, because of the average attendance of the teams, television ratings, and media coverage of the events.  Its popularity in Canada alone qualifies it.  And everyone, please help spread the attitued of ignoring trolls (like people who say Hockey is a children's sport).  They are clearly looking for a reaction.  I also want to say that there needs to be a lot more emphasis on the major football (soccer) leaugues around the world, because right now, the article seems to be too slanted towards us leagues.  The problem is not too much info on the Big Four in the US (it is excellent), but too little information on the soccer leaugues.  Information about cricket, wildly popular in certain parts of the world, should also be included.  Otherwise, I propose that the title of this article be changed to """"Major US sport leagues""""

""",0
"ADMIN MARKSWEEP TO THE RESCUE 

MarkSweep lives and breathes for the moments when he can control the little world of Wikipedia.  Rules of engagement apply to all those who partake of Wikipedia, alas MarkSweep is immune to these regulations.  He blocks and deletes and derides at will!  Who will rise up and denounce MarkSweep for the controlling little man that he is?  Will no one have the courage?  Block, censor, delete, replace, etc. etc. etc.  MarkSweep, you are a man of little faith, and even less courage.  The real Josef Goebbles would be proud to call you son!!

HerrGoebbles",0
"Sadasivan claims in the same book that Lord Ayyappan was not a Hindu god, but an Ezhava hunter. He also states that Thirupati temple was a Budhist temple forcibly converted in to Hindu mandir. Why you are not adding these things? You want to insult only Nairs?",0
"The article Brendan o shea has been speedily deleted from Wikipedia. This has been done under the criteria for speedy deletion, because the article seems to be blatant advertising which only promotes a company, product, group or service and which would need to be fundamentally rewritten in order to become an encyclopedia article. Please read the general criteria for speedy deletion, particularly item 11, as well as the guidelines on spam. Feel free to leave a note on my talk page if you have any questions about this.",0
"""

This message is regarding the article Bat. Please stop removing content from Wikipedia that people have worked hard to create. It is considered vandalism. If you want to experiment, please use the sandbox. Thank you.  [ contribs • block • [ block log] ]  (talk) """,0
"Really Past Union Officers
Year of officeEA&W; OfficerE&R; OfficerF&S; OfficerP&C; OfficerS&S; Officer1997-19981996-1997Kavitha Govardhan1995-1996Caroline FordPip PageClaudia BaileySimon KnowlesJeremy Elliott1994-1995Mary BasterfieldAbigail Hawkens1993-1994Ed LyonMark Riddlesden

This is from memory.. Feel free to fill in the gaps. london",0
"I have not attacked you and you can't find where I have.  You may think I have attacked multiple users because you change your identity.  I have told you to not attack me, both you you have been reported 75.91.169.43",0
"Your way is overly convoluted, difficult to read, and way too loosey goosey on the one away list.  Please limit one aways to guys who are at least semi-active.  Santino is long retired.  The way things were was fine as is with no complaints...if it ain't broke, don't fix it.   When you have 2 editors telling you to back off, then it's kinda time to fold 'em.  (talk)",0
"""==Xenotronium==

A {{prod}} template has been added to the article Xenotronium, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice explains why (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy).  You may contest the proposed deletion by removing the {{dated prod}} notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page. Also, please consider improving the article to address the issues raised. Even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached. If you endorse deletion of the article, and you are the only person who has made substantial edits to the page, please tag it with . — talk.edits """,0
"""
OK by me.  I'm not emotionally invested in it. -)  - Philippe """,0
"""No one has """"forced"""" you to be the small person you are who finds it necessary to stick your nose where it doesn't belong and into affairs about which you have no knowledge. Not sure how you live with yourself.

""",0
"""Welcome!

 

Hello, , to Wikipedia! I'm , one of the thousands of editors at Wikipedia - I am also an Administrator. I hope you like the place and decide to stay; here are some helpful links for newcomers:

    The five pillars of Wikipedia
    How to edit a page
    Help pages
    Tutorial
    How to write a great article
    Manual of Style
    Fun stuff...

You will get more from the site if you spend a few moments reading the above - I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Where to ask a question, ask me on my talk page, or type {{helpme}} on your talk page and someone will show up shortly to answer your questions! Also tell the community a little about yourself on your User page - again, welcome to the Wiki!  (Whisper...)""",0
"No, current events are pretty important for this newsmaker.  Just my view  legacypac",0
"""Balance==

I find the balance of content in this article extremely unsatisfactory.  To introduce Badoglio's career by saying he """"was an Italian soldier, politician and alleged war criminal for the use of poison gas and systematically bombarding and strafing Red Cross hospitals and ambulances during the Ethiopia campaign. Due to post-war expediencies, however, he was never brought to justice"""" seems to miss several points entirely.  That's 5 words about his military and political career, and 36 about his activities as a war criminal.  The war criminal accusation is based entirely on one documentary source which is very short on facts and evidence.  If this war criminal accusation is true, it needs to be strengthened with names, dates and places, and some evidence of Badoglio's involvement in the events.  

It seems to me far more important to stress the facts that Badoglio was one of Italy's most senior military figures during the Second World War, despite his doubts about Italy's strategic capabilities, and that he became Prime Minister after the downfall of Mussolini.  Badoglio's role in the inexplicable two months delay between July and September 1943, when Italy's future role in the war remained ambivalent while Germany rushed troops south to fortify the Italian peninsula, is the most fascinating thing about his career.  Whatever the reasons for his failure to act decisively, Badoglio's inaction condemned Italy to suffer another twenty months of grinding war.  This article in its present form barely mentions those events.    

==""",0
"(ie not the government of Ichkeria), that refute that these things occured",0
Indeed. This is the very reason why I am no longer editing this article: your personal attacks. -,0
"The article utterly lacks in-line referencing, doesn't deal with aspect or evidentiality (and indeed doesn't cite any work by Lars Johanson) and several other fields of research and, last but certainly not worst, is visually quite chaotic. That is, C class, and not good at that.",0
"Read above. Neon white keeps promoting his antisemitic point of view by denying that the Jewish nation exists. The argument is no longer about wording or placement, it is about keeping racism out of Wikipedia.",0
"Semi break isn't it? Not that I want a Barnstar, especially. You might need to watch yourself MastCell, a lot of wierd stuff going on, you don't want anything to happen to you.",0
maybe she's part italian...213.140.17.100,0
"You haven't changed your vote over, so I just wanted to drop you a line to ask whether these changed resolved the issue you raised? – Soul 22:44, 29 Apr 2005 (UTC)",0
"""
 """"Vocalizations"""" is a rare word for me, and not very specific, it seems to mean anything produced with the voice, from words to shouts to song. If I read that, I would think it actually meant coprolalia, while I think what the source means is that he tends to express himself heatedly in discussions, which is why I liked """"outburst"""", which, to me, means passionate words, but not nonsense. A side comment; when I was expanding the article, I actually wrote to him, and asked if he would be willing to release a freely licensed picture. He wrote me quite a lot about how the Wikipedia mistreated him, and after a few back and forths, wouldn't release a picture if I couldn't guarantee our article would name specific Wikipedia editors who mistreated him. No obscenities were involved, but I could almost read him becoming heated as he typed.  (squeak) """,0
"""

I said clearly """"from their understanding, rightly or wrongly, from verses in the Bible, they arive at the date and believe to be the historical"""" date.   Obviously NOT from anything outside of that, in the way of secular authorities etc.   And yeah, of course YOU (as well as I) are going around in circles, because you keep rowing with one oar, making me do so too in a way.   I was merely answering your question (which I was a little surprised why you asked it) of what I meant by """"believed-to-be historical"""", as you seemed to think I was meaning (for some reason) that it was from any outside source.   That's not what I meant.    As far as the """"theological reasons"""" the point too is why would they be so """"vested"""" if they didn't believe it was the actual actual actual genuine historical date to begin with?    That makes no sense.   It's all TIED IN, was my point.   And also, if it was """"587"""" instead of """"607"""" (according to the whole """"2520 years"""" view, which I know you don't believe as an atheist or whatever, but again from THEIR perspective) we'd still be living in the """"last days"""" anyway.  Instead of it starting in 1914, it would be 1934.   So side point, we'd still be in the """"end times"""" if that's the case.    But again, not to digress too much, I was simply answering your question, even though I thought that the discussion was already over.   You were not sure what I meant by """"believed-to-be historical date"""" not just solely """"theological"""".   The WT believes it to be the accurate true date as a point of general history.  And because of the whole """"Gentile Times"""" thing (as you know of course) for the whole """"Messiah's Kingdom"""" breaking in for the """"end times"""" etc etc.    It's whatever.  I was addressing your question, that was it.  And yes, I noticed your addition in the other discussion, and your contention that they """"mis-translated"""" Jeremiah 25.29, when they didn't, because seeing other translations they say """"I begin"""" or """"I am beginning"""" it does NOT say what you said of """"already beginning"""".   There's no real difference between the word """"beginning"""" and """"start of"""".    THAT'S THE POINT.     It says """"I am starting off"""".   You could easily claim even with the NWT rendering that God """"already started off"""".   So?    Because in all versions the word """"already"""" is NOT there.   Whether you use the word """"beginning"""" or """"start"""".   Also, I'm a little confused as to what your point is, either way, wheether the words are """"already beginning"""" or """"first"""" or """"starting off"""".   Because if it's """"already beginning"""" as you said, wouldn't that ALSO be (obviously) before the other nations anyway?   The point is that all versions is obviously that Jerusalem would have evil caused by God to BEGIN with with, before the other nations.    Why would He say """"I am beginning with you"""" (as other versions have it, which makes the point too)?  Also, again, how does your """"already beginning"""" negate the point that Jerusalem would get it first?   Before other nations?     .........""",0
"Vandalism 

Someone messed up the order of entrances with superstars from TNA and even legends. Someone please correct them.",0
"Not a follower of asinine policies but will try and not edit that you own, let them remain outdated. 175.110.222.144",0
"Wikiproject California? Are you kidding? 

The movie is set in Nevada.  Aside from being filmed in Holywood (like most US movies), what does this have to do with California?",0
"Can't i 
So, i can't create an article about my best friend? (  )",0
"""

{{unblock|Please , i won't make you look a fool, i promise, i don't break promises, i'm not actually a """"bad"""" person, all i ask is for your forgiveness, my name is Chris, in which the name Christopher means is a person named this is a person yot can rely on, i promise, this time i really will edit with good faith.""",0
And the color photo here shows it with a reddish roof.  You talkin' to me?,0
"""

I am not a legal expert, but trying to put too much detail in the legal section will be difficult since only actual court cases in each jurisdiction will decide whether bitcoin is illegal in that jurisdiction or not. For example: it is stated above: """"The claim that bitcoin is """"illegal"""" in Indonesia is based on the warning of the Bank Indonesia, which claimed that bitcoin is not a """"legal medium of exchange in Indonesia"""". Thus, bitcoin is legal as long as you do not use it as a medium of exchange. You can thus legally mine it and legally buy it outside Indonesia and hoard it in the country. It is legal, as long as you do not use it as a medium of exchange. Similarly, intricate and complicated legal arguments can most probably be made for all statements regarding the legality of bitcoin in each jurisdiction in the world. This article is clearly not the space to get bogged down in these legal matters. Perhaps this should be stated as a preamble to this section. Obviously referencing newspaper articles about the legality or not of bitcoin in a country may be encyclopedic, but may be far from correct in terms of the actual legal status in a jurisdiction. Most probably not many courtcases regarding this matter have been decided by now. The correct way would be to only allow references to courtcases deciding these legal matters in each jurisdiction.   """,0
"""

Speedy deletion of Erin Chase
 Please refrain from introducing inappropriate pages such as Erin Chase, to Wikipedia. Doing so is not in accordance with our policies. If you would like to experiment, please use the sandbox 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page that has been nominated for deletion (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines. Lastly, please note that if the article does get deleted, you can contact one of these admins to request that a copy be emailed to you.    """,0
"of her books are real valid print books, NONE",0
"""

 Webster vs OED 

So, it seems that what you refer as """"unique lemmas"""" are
""""Main entries"""". There are ~263K unique entries, so it's on
par with OED's ~291K in that respect.""",0
"""

 You can also contact me if you wish by clicking """"talk"""" to the right of my name.   """,0
